Date,Time,DataID,Temp(C),Pressure(mmHg),DO(%),DO(mg/L),SPC(uS/cm),SAL(ppt),pH,NO3-N(mg/L),Timestamp,Flow,Depth,Latitude,NS,Longitude,WE
2023-07-02,22:22:30,otf,11.1,765.7,101.0,9.74,32998.0,20.6,8.19,,20230702T222230,2.3,143.14,6206.22426,N,04859.59123,W
2023-07-02,22:23:00,otf,11.1,765.8,101.7,9.75,34638.0,21.7,8.18,,20230702T222300,2.3,143.06,6206.22387,N,04859.58758,W
2023-07-02,22:23:30,otf,11.2,765.7,101.0,9.78,31978.0,19.9,8.19,,20230702T222330,2.3,143.08,6206.22387,N,04859.58778,W
2023-07-02,22:24:00,otf,11.3,765.7,100.9,9.76,31724.0,19.7,8.19,,20230702T222400,2.3,143.06,6206.22387,N,04859.59027,W
2023-07-02,22:24:30,otf,11.2,765.7,100.9,9.69,33522.0,21.0,8.17,,20230702T222430,2.3,143.15,6206.2231,N,04859.59258,W
2023-07-02,22:25:00,otf,11.2,765.8,101.3,9.69,34686.0,21.8,8.17,,20230702T222500,2.3,143.2,6206.22118,N,04859.59603,W
2023-07-02,22:25:30,otf,11.2,765.8,101.1,9.67,34369.0,21.6,8.17,,20230702T222530,2.3,143.25,6206.21965,N,04859.60122,W
2023-07-02,22:26:00,otf,11.2,765.8,100.9,9.66,34210.0,21.5,8.18,,20230702T222600,2.3,143.47,6206.21811,N,04859.60794,W
2023-07-02,22:26:30,otf,11.2,765.8,101.5,9.69,34873.0,21.9,8.17,,20230702T222630,2.3,143.54,6206.21632,N,04859.6145,W
2023-07-02,22:27:00,otf,11.2,765.9,101.0,9.63,35320.0,22.2,8.17,,20230702T222700,2.3,143.44,6206.2135,N,04859.61984,W
2023-07-02,22:27:30,otf,11.2,765.9,101.8,9.71,35534.0,22.4,8.17,,20230702T222730,2.3,143.44,6206.21082,N,04859.62618,W
2023-07-02,22:28:00,otf,11.2,765.9,101.2,9.65,35402.0,22.3,8.17,,20230702T222800,2.3,143.52,6206.20851,N,04859.63098,W
2023-07-02,22:28:30,otf,11.2,765.9,101.4,9.68,35151.0,22.1,8.17,,20230702T222830,2.3,143.68,6206.20582,N,04859.63674,W
2023-07-02,22:29:00,otf,11.2,765.9,101.4,9.67,35186.0,22.1,8.17,,20230702T222900,2.3,143.57,6206.20352,N,04859.64019,W
2023-07-02,22:29:30,otf,11.2,766.0,101.3,9.68,34767.0,21.8,8.18,,20230702T222930,2.3,143.58,6206.20006,N,04859.64384,W
2023-07-02,22:30:00,otf,11.2,765.9,101.5,9.72,34353.0,21.5,8.18,,20230702T223000,2.3,143.66,6206.19738,N,04859.64691,W
2023-07-02,22:30:30,otf,11.2,766.0,101.0,9.69,34076.0,21.4,8.18,,20230702T223030,2.3,143.73,6206.19507,N,04859.65075,W
2023-07-02,22:31:00,otf,11.2,765.9,100.9,9.69,33845.0,21.2,8.18,,20230702T223100,2.3,143.75,6206.19238,N,04859.65421,W
2023-07-02,22:31:30,otf,11.2,766.0,101.8,9.76,34039.0,21.3,8.18,,20230702T223130,2.3,143.87,6206.19008,N,04859.65709,W
2023-07-02,22:32:00,otf,11.2,766.0,101.8,9.76,34224.0,21.5,8.18,,20230702T223200,2.3,143.8,6206.18778,N,04859.66074,W
2023-07-02,22:32:30,otf,11.2,766.0,101.2,9.71,34140.0,21.4,8.18,,20230702T223230,2.3,143.87,6206.18586,N,04859.66381,W
2023-07-02,22:33:00,otf,11.1,765.9,100.8,9.67,34120.0,21.4,8.18,,20230702T223300,2.43,143.83,6206.18355,N,04859.6665,W
2023-07-02,22:33:30,otf,11.1,765.9,101.5,9.73,34329.0,21.5,8.17,,20230702T223330,2.16,143.86,6206.17779,N,04859.67091,W
2023-07-02,22:34:00,otf,11.2,765.9,101.3,9.72,34066.0,21.4,8.18,,20230702T223400,2.3,143.97,6206.16896,N,04859.6663,W
2023-07-02,22:34:30,otf,11.2,765.9,101.4,9.72,34101.0,21.4,8.18,,20230702T223430,2.3,143.9,6206.1632,N,04859.64576,W
2023-07-02,22:35:00,otf,11.2,765.9,101.3,9.74,33248.0,20.8,8.18,,20230702T223500,2.3,143.96,6206.17096,N,04859.61903,W
2023-07-02,22:35:30,otf,11.4,765.9,100.6,9.8,29353.0,18.1,8.19,,20230702T223530,2.3,143.52,6206.18547,N,04859.59853,W
2023-07-02,22:36:00,otf,11.5,765.9,100.8,9.9,26974.0,16.5,8.2,,20230702T223600,2.16,143.27,6206.20928,N,04859.56378,W
2023-07-02,22:36:30,otf,11.6,765.9,101.1,9.89,27519.0,16.9,8.17,,20230702T223630,2.3,142.57,6206.24307,N,04859.5223,W
2023-07-02,22:37:00,otf,11.6,765.9,100.8,9.85,27419.0,16.8,8.17,,20230702T223700,2.3,141.77,6206.28454,N,04859.47315,W
2023-07-02,22:37:30,otf,11.7,765.9,101.0,9.88,26870.0,16.5,8.16,,20230702T223730,2.3,140.54,6206.3287,N,04859.42054,W
2023-07-02,22:38:00,otf,11.7,766.0,100.7,9.86,26706.0,16.4,8.16,,20230702T223800,2.3,138.96,6206.37286,N,04859.36832,W
2023-07-02,22:38:30,otf,11.6,766.0,100.5,9.85,26742.0,16.4,8.16,,20230702T223830,2.3,137.53,6206.42394,N,04859.3088,W
2023-07-02,22:39:00,otf,11.6,766.0,100.6,9.86,26563.0,16.3,8.16,,20230702T223900,2.3,135.9,6206.46656,N,04859.25984,W
2023-07-02,22:39:30,otf,11.7,765.8,100.6,9.89,25893.0,15.8,8.17,,20230702T223930,2.3,134.64,6206.51319,N,04859.2096,W
2023-07-02,22:40:00,otf,11.7,765.9,100.3,9.84,26460.0,16.2,8.17,,20230702T224000,2.3,133.96,6206.56333,N,04859.15117,W
2023-07-02,22:40:30,otf,11.7,766.0,100.3,9.88,25311.0,15.4,8.17,,20230702T224030,2.43,132.37,6206.60555,N,04859.1022,W
2023-07-02,22:41:00,otf,11.7,766.1,99.9,9.89,23981.0,14.6,8.17,,20230702T224100,2.3,131.21,6206.65242,N,04859.04787,W
2023-07-02,22:41:30,otf,11.7,766.1,100.0,9.94,22660.0,13.7,8.18,,20230702T224130,2.3,130.95,6206.67234,N,04859.02592,W
2023-07-02,22:42:00,otf,11.7,766.1,100.1,10.01,21470.0,12.9,8.17,,20230702T224200,2.3,133.81,6206.67277,N,04859.02579,W
2023-07-02,22:42:30,otf,11.7,766.2,100.0,10.0,21317.0,12.8,8.16,,20230702T224230,2.3,130.2,6206.68429,N,04859.03405,W
2023-07-02,22:43:00,otf,11.7,766.1,100.2,10.06,20844.0,12.5,8.16,,20230702T224300,2.16,130.37,6206.68352,N,04859.06899,W
2023-07-02,22:43:30,otf,10.3,766.0,104.9,10.21,34965.0,21.9,8.09,,20230702T224330,2.43,130.71,6206.66432,N,04859.112,W
2023-07-02,22:44:00,otf,10.7,766.1,102.2,10.21,26702.0,16.3,8.18,,20230702T224400,2.3,131.15,6206.64934,N,04859.14579,W
2023-07-02,22:44:30,otf,11.2,766.1,100.4,10.17,21164.0,12.7,8.23,,20230702T224430,2.3,138.67,6206.64474,N,04859.15635,W
2023-07-02,22:45:00,otf,11.4,766.1,99.8,10.2,18114.0,10.7,8.23,,20230702T224500,2.3,131.72,6206.63437,N,04859.16326,W
2023-07-02,22:45:30,otf,11.4,766.1,99.7,10.18,18114.0,10.7,8.2,,20230702T224530,2.43,131.7,6206.6263,N,04859.1241,W
2023-07-02,22:46:00,otf,10.8,766.1,102.2,9.95,32554.0,20.3,8.09,,20230702T224600,2.3,130.86,6206.65549,N,04859.07782,W
2023-07-02,22:46:30,otf,10.5,766.1,102.1,10.04,32204.0,20.1,8.13,,20230702T224630,2.3,129.71,6206.69658,N,04859.0256,W
2023-07-02,22:47:00,otf,11.1,766.0,100.5,10.11,23307.0,14.1,8.22,,20230702T224700,2.3,128.5,6206.74074,N,04858.96819,W
2023-07-02,22:47:30,otf,11.4,765.9,99.7,10.07,20597.0,12.3,8.22,,20230702T224730,2.3,126.13,6206.7849,N,04858.91462,W
2023-07-02,22:48:00,otf,11.4,765.9,99.6,10.16,17967.0,10.6,8.21,,20230702T224800,2.3,124.37,6206.82982,N,04858.86259,W
2023-07-02,22:48:30,otf,11.5,766.0,99.6,10.17,17759.0,10.5,8.18,,20230702T224830,2.3,122.23,6206.8736,N,04858.8096,W
2023-07-02,22:49:00,otf,11.5,766.1,99.4,10.2,16334.0,9.6,8.17,,20230702T224900,2.3,119.82,6206.91738,N,04858.75757,W
2023-07-02,22:49:30,otf,11.5,765.9,99.9,10.36,13731.0,8.0,8.18,,20230702T224930,2.3,117.55,6206.96422,N,04858.7015,W
2023-07-02,22:50:00,otf,11.5,766.0,99.8,10.42,12113.0,7.0,8.16,,20230702T225000,2.3,114.83,6207.0103,N,04858.64736,W
2023-07-02,22:50:30,otf,11.4,766.1,100.3,10.58,9647.0,5.4,8.17,,20230702T225030,2.3,111.01,6207.05523,N,04858.59245,W
2023-07-02,22:51:00,otf,11.4,766.1,100.8,10.66,9271.0,5.2,8.14,,20230702T225100,2.3,107.03,6207.10054,N,04858.53696,W
2023-07-02,22:51:30,otf,11.4,766.1,101.1,10.7,9207.0,5.2,8.08,,20230702T225130,2.3,102.31,6207.14701,N,04858.47878,W
2023-07-02,22:52:00,otf,11.4,766.1,100.4,10.64,8828.0,5.0,8.05,,20230702T225200,2.43,98.27,6207.19424,N,04858.41888,W
2023-07-02,22:52:30,otf,11.4,766.2,100.2,10.65,7926.0,4.4,8.04,,20230702T225230,2.3,94.69,6207.2384,N,04858.36205,W
2023-07-02,22:53:00,otf,11.3,766.2,100.4,10.74,6869.0,3.8,8.05,,20230702T225300,2.43,90.8,6207.28448,N,04858.3033,W
2023-07-02,22:53:30,otf,11.2,766.2,100.9,10.83,6139.0,3.4,8.03,,20230702T225330,2.3,87.54,6207.32749,N,04858.24262,W
2023-07-02,22:54:00,otf,11.1,766.1,101.2,10.9,5687.0,3.1,8.03,,20230702T225400,2.3,81.42,6207.37165,N,04858.18214,W
2023-07-02,22:54:30,otf,11.2,766.1,101.1,10.9,5542.0,3.0,7.99,,20230702T225430,2.3,72.48,6207.41773,N,04858.1257,W
2023-07-02,22:55:00,otf,11.0,766.1,101.5,11.01,4925.0,2.7,7.99,,20230702T225500,2.3,64.87,6207.46304,N,04858.06733,W
2023-07-02,22:55:30,otf,10.8,766.2,101.3,11.02,4896.0,2.6,7.97,,20230702T225530,2.43,53.69,6207.50797,N,04858.0055,W
2023-07-02,22:56:00,otf,10.8,766.1,101.3,11.05,4697.0,2.5,7.94,,20230702T225600,2.3,45.38,6207.5529,N,04857.94733,W
2023-07-02,22:56:30,otf,10.8,766.2,101.1,11.02,4710.0,2.5,7.91,,20230702T225630,2.16,41.1,6207.59437,N,04857.89242,W
2023-07-02,22:57:00,otf,10.7,766.1,101.4,11.08,4505.0,2.4,7.9,,20230702T225700,2.3,34.26,6207.63546,N,04857.84,W
2023-07-02,22:57:30,otf,10.5,766.0,101.6,11.16,4198.0,2.2,7.9,,20230702T225730,2.3,26.17,6207.67693,N,04857.78298,W
2023-07-02,22:58:00,otf,10.3,766.1,101.8,11.26,3803.0,2.0,7.9,,20230702T225800,2.3,18.49,6207.71802,N,04857.72422,W
2023-07-02,22:58:30,otf,9.9,766.1,102.8,11.51,3030.0,1.6,7.93,,20230702T225830,2.16,13.4,6207.74797,N,04857.6887,W
2023-07-02,22:59:00,otf,9.4,766.2,103.6,11.76,2537.0,1.3,7.96,,20230702T225900,2.16,11.55,6207.75603,N,04857.67776,W
2023-07-02,22:59:30,otf,8.6,766.1,104.8,12.14,1995.0,1.0,8.0,,20230702T225930,2.3,12.11,6207.75258,N,04857.68141,W
2023-07-02,23:00:00,otf,8.3,766.1,104.5,12.21,2148.0,1.1,7.98,,20230702T230000,2.16,13.3,6207.74758,N,04857.68774,W
2023-07-02,23:00:30,otf,8.6,766.1,101.8,11.33,12972.0,7.5,7.72,,20230702T230030,2.16,14.24,6207.74221,N,04857.69485,W
2023-07-02,23:01:00,otf,8.9,766.1,101.6,10.37,31348.0,19.4,7.55,,20230702T230100,2.16,15.66,6207.73722,N,04857.70157,W
2023-07-02,23:01:30,otf,9.1,766.1,101.7,11.05,16069.0,9.4,7.96,,20230702T230130,2.3,16.58,6207.73222,N,04857.70906,W
2023-07-02,23:02:00,otf,9.4,766.1,100.9,10.9,15680.0,9.2,8.01,,20230702T230200,2.16,17.24,6207.72723,N,04857.7175,W
2023-07-02,23:02:30,otf,9.4,766.2,101.2,10.99,14537.0,8.4,8.07,,20230702T230230,2.3,17.42,6207.72608,N,04857.72038,W
2023-07-02,23:03:00,otf,9.7,766.2,100.0,10.47,21533.0,12.9,7.98,,20230702T230300,2.3,17.46,6207.7254,N,04857.72114,W
2023-07-02,23:03:30,otf,9.8,766.2,100.6,10.43,23261.0,14.0,7.98,,20230702T230330,2.3,17.11,6207.72723,N,04857.71558,W
2023-07-02,23:04:00,otf,9.9,766.1,100.4,10.4,23126.0,14.0,8.09,,20230702T230400,2.3,16.98,6207.72723,N,04857.71232,W
2023-07-02,23:04:30,otf,9.6,766.3,101.6,10.04,35135.0,22.0,8.02,,20230702T230430,2.16,17.47,6207.72339,N,04857.7175,W
2023-07-02,23:05:00,otf,9.6,766.2,101.2,10.57,22320.0,13.4,8.14,,20230702T230500,2.3,17.24,6207.72454,N,04857.71309,W
2023-07-02,23:05:30,otf,9.2,766.2,102.9,10.95,20138.0,12.0,8.22,,20230702T230530,2.3,17.16,6207.72493,N,04857.71155,W
2023-07-02,23:06:00,otf,9.1,766.2,102.7,10.49,30321.0,18.7,8.12,,20230702T230600,2.3,17.16,6207.72493,N,04857.71155,W
2023-07-03,13:25:00,otf,8.1,764.7,107.7,11.11,33687.0,21.0,8.53,,20230703T132500,2.3,14.6,6207.78253,N,04857.82022,W
2023-07-03,13:25:30,otf,8.0,764.8,107.3,11.19,31257.0,19.3,8.49,,20230703T132530,2.3,15,6207.78099,N,04857.8185,W
2023-07-03,13:26:00,otf,8.0,764.8,106.2,11.11,30687.0,18.9,8.44,,20230703T132600,2.16,15.18,6207.78022,N,04857.81792,W
2023-07-03,13:26:30,otf,8.0,764.8,106.2,11.04,32045.0,19.9,8.4,,20230703T132630,2.3,15.69,6207.77941,N,04857.81659,W
2023-07-03,13:27:00,otf,8.1,764.8,106.1,10.89,34755.0,21.7,8.36,,20230703T132700,2.3,15.58,6207.77754,N,04857.8137,W
2023-07-03,13:27:30,otf,8.0,764.8,106.3,11.05,32069.0,19.9,8.37,,20230703T132730,2.3,15.61,6207.77638,N,04857.81427,W
2023-07-03,13:28:00,otf,8.0,764.8,106.0,11.12,30120.0,18.6,8.36,,20230703T132800,2.3,15.64,6207.77562,N,04857.8135,W
2023-07-03,13:28:30,otf,8.0,764.8,105.4,11.1,29229.0,18.0,8.35,,20230703T132830,2.3,15.58,6207.77446,N,04857.81427,W
2023-07-03,13:29:00,otf,8.0,764.8,105.3,11.08,29505.0,18.1,8.33,,20230703T132900,2.3,15.57,6207.7737,N,04857.81523,W
2023-07-03,13:29:30,otf,8.0,764.7,105.2,10.94,32238.0,20.0,8.3,,20230703T132930,2.3,15.41,6207.77331,N,04857.816,W
2023-07-03,13:30:00,otf,8.0,764.7,105.1,11.09,28370.0,17.4,8.32,,20230703T133000,2.16,15.54,6207.77293,N,04857.81619,W
2023-07-03,13:30:30,otf,8.0,764.8,105.1,11.07,29147.0,17.9,8.3,,20230703T133030,2.3,15.51,6207.77216,N,04857.8135,W
2023-07-03,13:31:00,otf,8.1,764.7,104.9,11.09,28204.0,17.3,8.31,,20230703T133100,2.3,15.69,6207.77178,N,04857.81082,W
2023-07-03,13:31:30,otf,8.1,764.7,104.6,11.21,24736.0,15.0,8.32,,20230703T133130,2.3,15.98,6207.77139,N,04857.81043,W
2023-07-03,13:32:00,otf,8.0,764.8,105.3,11.24,26161.0,15.9,8.31,,20230703T133200,2.3,16.49,6207.77139,N,04857.80986,W
2023-07-03,13:32:30,otf,8.1,764.7,104.9,11.21,25763.0,15.6,8.31,,20230703T133230,2.3,16.57,6207.77062,N,04857.8087,W
2023-07-03,13:33:00,otf,8.1,764.6,105.1,10.82,34202.0,21.3,8.25,,20230703T133300,2.3,16.12,6207.77139,N,04857.80966,W
2023-07-03,13:33:30,otf,8.1,764.6,104.4,11.47,19083.0,11.3,8.39,,20230703T133330,2.16,15.43,6207.77139,N,04857.80986,W
2023-07-03,13:34:00,otf,8.1,764.7,104.9,11.24,24925.0,15.1,8.29,,20230703T133400,2.3,12.96,6207.77139,N,04857.81158,W
2023-07-03,13:34:30,otf,8.0,764.6,104.2,11.64,15017.0,8.7,8.39,,20230703T133430,2.3,15.22,6207.77178,N,04857.81485,W
2023-07-03,13:35:00,otf,8.0,764.6,103.9,11.8,11131.0,6.3,8.41,,20230703T133500,2.3,15.23,6207.77139,N,04857.81677,W
2023-07-03,13:35:30,otf,8.0,764.8,104.0,11.84,10624.0,6.0,8.34,,20230703T133530,2.3,15.25,6207.77139,N,04857.81946,W
2023-07-03,13:36:00,otf,8.0,764.7,103.9,11.89,9381.0,5.3,8.29,,20230703T133600,2.3,15.32,6207.77139,N,04857.82157,W
2023-07-03,13:36:30,otf,8.0,764.7,103.7,11.89,8970.0,5.0,8.23,,20230703T133630,2.3,15.6,6207.77139,N,04857.8231,W
2023-07-03,13:37:00,otf,8.0,764.7,104.0,11.92,8813.0,4.9,8.18,,20230703T133700,2.3,15.44,6207.77216,N,04857.8233,W
2023-07-03,13:37:30,otf,8.0,764.7,103.6,11.89,8757.0,4.9,8.14,,20230703T133730,2.3,15.23,6207.77293,N,04857.82176,W
2023-07-03,13:38:00,otf,8.0,764.7,103.5,11.88,8738.0,4.9,8.1,,20230703T133800,2.3,15.35,6207.77293,N,04857.81677,W
2023-07-03,13:38:30,otf,8.0,764.7,103.6,11.89,8756.0,4.9,8.06,,20230703T133830,2.3,15.53,6207.77293,N,04857.81235,W
2023-07-03,13:39:00,otf,8.0,764.7,104.0,11.75,12414.0,7.1,7.96,,20230703T133900,2.3,15.72,6207.77331,N,04857.81024,W
2023-07-03,13:39:30,otf,8.0,764.8,103.8,11.81,10796.0,6.1,8.02,,20230703T133930,2.3,15.77,6207.7737,N,04857.80832,W
2023-07-03,13:40:00,otf,8.0,764.7,103.8,11.82,10605.0,6.0,8.02,,20230703T134000,2.3,15.75,6207.77408,N,04857.8087,W
2023-07-03,13:40:30,otf,8.0,764.7,103.3,11.8,9956.0,5.6,8.03,,20230703T134030,2.3,15.57,6207.77446,N,04857.81082,W
2023-07-03,13:41:00,otf,8.0,764.6,103.7,11.77,11519.0,6.6,8.0,,20230703T134100,2.3,15.48,6207.77485,N,04857.81274,W
2023-07-03,13:41:30,otf,8.0,764.7,103.9,11.81,11104.0,6.3,8.01,,20230703T134130,2.3,15.43,6207.77446,N,04857.81466,W
2023-07-03,13:42:00,otf,8.0,764.7,103.3,11.78,10175.0,5.7,8.03,,20230703T134200,2.3,15.27,6207.7737,N,04857.81581,W
2023-07-03,13:42:30,otf,8.0,764.8,103.8,11.23,23159.0,13.9,7.87,,20230703T134230,2.16,15.14,6207.7737,N,04857.81638,W
2023-07-03,13:43:00,otf,8.0,764.8,104.9,10.79,34496.0,21.5,8.04,,20230703T134300,2.16,14.58,6207.77408,N,04857.816,W
2023-07-03,13:43:30,otf,8.0,764.7,104.4,11.37,21253.0,12.7,8.24,,20230703T134330,2.16,15.1,6207.77408,N,04857.816,W
2023-07-03,13:44:00,otf,8.1,764.7,104.6,11.0,29277.0,18.0,8.16,,20230703T134400,2.3,15.16,6207.7737,N,04857.81523,W
2023-07-03,13:44:30,otf,8.1,764.8,105.1,10.88,32933.0,20.5,8.16,,20230703T134430,2.3,15.29,6207.77331,N,04857.81523,W
2023-07-03,13:45:00,otf,8.1,764.8,104.6,10.84,32709.0,20.3,8.19,,20230703T134500,2.16,15.39,6207.77331,N,04857.81446,W
2023-07-03,13:45:30,otf,8.1,764.7,105.3,10.77,35288.0,22.1,8.18,,20230703T134530,2.3,15.43,6207.77331,N,04857.81427,W
2023-07-03,13:46:00,otf,8.2,764.7,105.1,10.6,38249.0,24.1,8.16,,20230703T134600,2.16,15.43,6207.7737,N,04857.8137,W
2023-07-03,13:46:30,otf,8.2,764.7,105.4,10.54,40020.0,25.3,8.16,,20230703T134630,2.3,15.43,6207.7737,N,04857.81274,W
2023-07-03,13:47:00,otf,8.2,764.8,105.5,10.75,35885.0,22.5,8.2,,20230703T134700,2.3,15.46,6207.77408,N,04857.81312,W
2023-07-03,13:47:30,otf,8.2,764.8,108.9,10.93,39147.0,24.7,8.17,,20230703T134730,2.16,15.47,6207.77446,N,04857.81101,W
2023-07-03,13:48:00,otf,8.2,764.8,109.3,10.91,40250.0,25.5,8.17,,20230703T134800,2.16,15.56,6207.77488,N,04857.80938,W
2023-07-03,13:48:30,otf,8.2,764.8,109.7,10.94,40345.0,25.6,8.17,,20230703T134830,2.16,14.95,6207.77446,N,04857.8183,W
2023-07-03,13:49:00,otf,8.2,764.7,109.8,10.95,40505.0,25.7,8.18,,20230703T134900,2.3,15.06,6207.77364,N,04857.82175,W
2023-07-03,13:49:30,otf,8.2,764.7,109.8,10.93,40883.0,25.9,8.18,,20230703T134930,2.3,18.08,6207.77024,N,04857.83098,W
2023-07-03,13:50:00,otf,8.2,764.8,109.8,11.05,38453.0,24.2,8.21,,20230703T135000,2.3,19.79,6207.76563,N,04857.84422,W
2023-07-03,13:50:30,otf,8.2,764.8,109.4,11.27,33638.0,20.9,8.21,,20230703T135030,2.3,19.58,6207.75987,N,04857.85536,W
2023-07-03,13:51:00,otf,8.2,764.8,109.7,11.06,38273.0,24.1,8.18,,20230703T135100,2.3,19.32,6207.75872,N,04857.85248,W
2023-07-03,13:51:30,otf,8.2,764.7,109.9,11.03,39206.0,24.8,8.18,,20230703T135130,2.3,2.16,6207.76026,N,04857.85267,W
2023-07-03,13:52:00,otf,8.2,764.8,109.5,11.02,38538.0,24.3,8.18,,20230703T135200,2.3,3.18,6207.7591,N,04857.84672,W
2023-07-03,13:52:30,otf,8.2,764.8,109.5,11.03,38230.0,24.1,8.18,,20230703T135230,2.16,5.43,6207.75757,N,04857.83981,W
2023-07-03,13:53:00,otf,8.2,764.8,109.8,11.01,39098.0,24.7,8.19,,20230703T135300,2.3,5.56,6207.75757,N,04857.8425,W
2023-07-03,13:53:30,otf,8.2,764.9,109.0,11.48,28622.0,17.6,8.25,,20230703T135330,2.3,4.11,6207.75757,N,04857.84307,W
2023-07-03,13:54:00,otf,8.1,764.8,108.8,11.64,24945.0,15.1,8.3,,20230703T135400,2.3,3.47,6207.75718,N,04857.8423,W
2023-07-03,13:54:30,otf,8.0,764.9,110.1,11.4,33295.0,20.7,8.19,,20230703T135430,2.3,5.49,6207.75488,N,04857.82906,W
2023-07-03,13:55:00,otf,8.0,764.8,108.9,11.59,26798.0,16.3,8.28,,20230703T135500,2.3,4.79,6207.74413,N,04857.81312,W
2023-07-03,13:55:30,otf,8.1,764.8,108.9,11.54,27380.0,16.7,8.26,,20230703T135530,2.3,7.35,6207.73376,N,04857.8377,W
2023-07-03,13:56:00,otf,8.1,764.9,109.1,11.46,29353.0,18.0,8.21,,20230703T135600,2.3,23.62,6207.74336,N,04857.85997,W
2023-07-03,13:56:30,otf,8.1,764.8,108.1,11.81,20189.0,12.0,8.35,,20230703T135630,2.16,19.67,6207.75334,N,04857.87322,W
2023-07-03,13:57:00,otf,8.0,764.7,107.4,12.14,12583.0,7.2,8.36,,20230703T135700,2.16,15.28,6207.76448,N,04857.89568,W
2023-07-03,13:57:30,otf,8.0,764.8,107.2,12.24,10028.0,5.7,8.28,,20230703T135730,2.3,13.6,6207.77638,N,04857.92352,W
2023-07-03,13:58:00,otf,8.0,764.8,107.2,12.26,9153.0,5.1,8.2,,20230703T135800,2.16,11.24,6207.78445,N,04857.94598,W
2023-07-03,13:58:30,otf,8.0,764.8,107.1,12.2,10346.0,5.8,8.1,,20230703T135830,2.16,9.4,6207.78982,N,04857.9648,W
2023-07-03,13:59:00,otf,8.0,764.9,107.1,12.23,9828.0,5.5,8.09,,20230703T135900,2.3,9.03,6207.79098,N,04857.97114,W
2023-07-03,13:59:30,otf,8.0,764.9,107.2,12.21,10448.0,5.9,8.03,,20230703T135930,2.3,8.96,6207.79174,N,04857.97363,W
2023-07-03,14:00:00,otf,8.0,764.9,107.1,12.15,11465.0,6.5,8.0,,20230703T140000,2.16,7.64,6207.7929,N,04857.97536,W
2023-07-03,14:00:30,otf,8.1,764.9,107.3,12.09,12685.0,7.3,7.98,,20230703T140030,2.3,8.31,6207.79443,N,04857.98035,W
2023-07-03,14:01:00,otf,8.1,764.8,109.3,11.47,29775.0,18.3,8.03,,20230703T140100,2.3,7.77,6207.79635,N,04857.9888,W
2023-07-03,14:01:30,otf,8.2,764.9,109.3,11.39,30702.0,18.9,8.18,,20230703T140130,2.16,8.46,6207.79443,N,04857.99398,W
2023-07-03,14:02:00,otf,8.2,764.8,108.7,11.63,24546.0,14.8,8.25,,20230703T140200,2.16,9.23,6207.79174,N,04857.99245,W
2023-07-03,14:02:30,otf,8.2,764.9,108.0,11.84,18862.0,11.2,8.25,,20230703T140230,2.16,9.45,6207.79059,N,04857.98726,W
2023-07-03,14:03:00,otf,8.3,764.8,107.9,11.89,17090.0,10.0,8.21,,20230703T140300,2.16,9.23,6207.79136,N,04857.98554,W
2023-07-03,14:03:30,otf,8.3,764.8,108.9,11.59,25185.0,15.3,8.1,,20230703T140330,2.3,10.1,6207.78829,N,04857.96941,W
2023-07-03,14:04:00,otf,8.4,764.8,110.6,11.24,35550.0,22.3,8.18,,20230703T140400,2.3,13.6,6207.776,N,04857.94906,W
2023-07-03,14:04:30,otf,8.3,764.9,109.2,11.54,26845.0,16.4,8.23,,20230703T140430,2.16,17.85,6207.7591,N,04857.9193,W
2023-07-03,14:05:00,otf,8.3,764.9,109.6,11.54,28014.0,17.1,8.23,,20230703T140500,2.3,22.14,6207.74067,N,04857.88224,W
2023-07-03,14:05:30,otf,8.2,764.8,109.3,11.68,24566.0,14.9,8.27,,20230703T140530,2.3,22.32,6207.7207,N,04857.83962,W
2023-07-03,14:06:00,otf,8.2,764.9,107.9,12.08,13544.0,7.8,8.38,,20230703T140600,2.3,21.85,6207.70035,N,04857.79565,W
2023-07-03,14:06:30,otf,8.1,764.8,107.1,12.29,8288.0,4.6,8.38,,20230703T140630,2.16,21.94,6207.67962,N,04857.75168,W
2023-07-03,14:07:00,otf,8.0,765.0,107.0,12.37,6853.0,3.8,8.29,,20230703T140700,2.16,22.41,6207.66118,N,04857.72019,W
2023-07-03,14:07:30,otf,8.0,764.9,107.1,12.38,7193.0,4.0,8.16,,20230703T140730,2.16,22.25,6207.6439,N,04857.69235,W
2023-07-03,14:08:00,otf,8.0,764.9,107.2,12.34,7446.0,4.1,8.08,,20230703T140800,2.3,20.92,6207.62768,N,04857.66465,W
2023-07-03,14:08:30,otf,8.0,764.9,106.8,12.32,6970.0,3.8,8.06,,20230703T140830,2.3,21.94,6207.61318,N,04857.64032,W
2023-07-03,14:09:00,otf,7.6,764.9,106.5,12.55,4151.0,2.2,8.18,,20230703T140900,2.16,23.89,6207.60128,N,04857.62054,W
2023-07-03,14:09:30,otf,7.2,764.9,106.3,12.73,2318.0,1.2,8.29,,20230703T140930,2.16,20.79,6207.58899,N,04857.6,W
2023-07-03,14:10:00,otf,7.1,765.0,106.3,12.79,1888.0,1.0,8.24,,20230703T141000,2.3,21.9,6207.5744,N,04857.57446,W
2023-07-03,14:10:30,otf,7.1,764.8,106.3,12.78,2490.0,1.3,8.08,,20230703T141030,2.3,21.9,6207.55827,N,04857.54355,W
